ID,fullName,lastName,firstName,patronymic,wikiLink,birthDate,deathDate
1027,Кудієвський Костянтин Гнатович,Кудієвський,Костянтин,Гнатович,https://uk.wikipedia.org/wiki/%D0%9A%D1%83%D0%B4%D1%96%D1%94%D0%B2%D1%81%D1%8C%D0%BA%D0%B8%D0%B9_%D0%9A%D0%BE%D1%81%D1%82%D1%8F%D0%BD%D1%82%D0%B8%D0%BD_%D0%93%D0%BD%D0%B0%D1%82%D0%BE%D0%B2%D0%B8%D1%87,,
1028,Кудрик Василь Онуфрійович,Кудрик,Василь,Онуфрійович,https://uk.wikipedia.org/wiki/%D0%9A%D1%83%D0%B4%D1%80%D0%B8%D0%BA_%D0%92%D0%B0%D1%81%D0%B8%D0%BB%D1%8C_%D0%9E%D0%BD%D1%83%D1%84%D1%80%D1%96%D0%B9%D0%BE%D0%B2%D0%B8%D1%87,,
1029,Кудрін Олег Вікторович,Кудрін,Олег,Вікторович,https://uk.wikipedia.org/wiki/%D0%9A%D1%83%D0%B4%D1%80%D1%96%D0%BD_%D0%9E%D0%BB%D0%B5%D0%B3_%D0%92%D1%96%D0%BA%D1%82%D0%BE%D1%80%D0%BE%D0%B2%D0%B8%D1%87,,
1030,Кузан Василь Васильович,Кузан,Василь,Васильович,https://uk.wikipedia.org/wiki/%D0%9A%D1%83%D0%B7%D0%B0%D0%BD_%D0%92%D0%B0%D1%81%D0%B8%D0%BB%D1%8C_%D0%92%D0%B0%D1%81%D0%B8%D0%BB%D1%8C%D0%BE%D0%B2%D0%B8%D1%87,,
1031,Кузмяк Петро,Кузмяк,Петро,,https://uk.wikipedia.org/wiki/%D0%9A%D1%83%D0%B7%D0%BC%D1%8F%D0%BA_%D0%9F%D0%B5%D1%82%D1%80%D0%BE,,
1032,Кузьменко Андрій Вікторович,Кузьменко,Андрій,Вікторович,https://uk.wikipedia.org/wiki/%D0%9A%D1%83%D0%B7%D1%8C%D0%BC%D0%B5%D0%BD%D0%BA%D0%BE_%D0%90%D0%BD%D0%B4%D1%80%D1%96%D0%B9_%D0%92%D1%96%D0%BA%D1%82%D0%BE%D1%80%D0%BE%D0%B2%D0%B8%D1%87,,
1033,Кузьменко Віктор Якович,Кузьменко,Віктор,Якович,https://uk.wikipedia.org/wiki/%D0%9A%D1%83%D0%B7%D1%8C%D0%BC%D0%B5%D0%BD%D0%BA%D0%BE_%D0%92%D1%96%D0%BA%D1%82%D0%BE%D1%80_%D0%AF%D0%BA%D0%BE%D0%B2%D0%B8%D1%87,,
1034,Кузьменко Володимир Данилович,Кузьменко,Володимир,Данилович,https://uk.wikipedia.org/wiki/%D0%9A%D1%83%D0%B7%D1%8C%D0%BC%D0%B5%D0%BD%D0%BA%D0%BE_%D0%92%D0%BE%D0%BB%D0%BE%D0%B4%D0%B8%D0%BC%D0%B8%D1%80_%D0%94%D0%B0%D0%BD%D0%B8%D0%BB%D0%BE%D0%B2%D0%B8%D1%87,,
1035,Кузьменко Петро Семенович,Кузьменко,Петро,Семенович,https://uk.wikipedia.org/wiki/%D0%9A%D1%83%D0%B7%D1%8C%D0%BC%D0%B5%D0%BD%D0%BA%D0%BE_%D0%9F%D0%B5%D1%82%D1%80%D0%BE_%D0%A1%D0%B5%D0%BC%D0%B5%D0%BD%D0%BE%D0%B2%D0%B8%D1%87,,
1036,Кузьмич Володимир Савич,Кузьмич,Володимир,Савич,https://uk.wikipedia.org/wiki/%D0%9A%D1%83%D0%B7%D1%8C%D0%BC%D0%B8%D1%87_%D0%92%D0%BE%D0%BB%D0%BE%D0%B4%D0%B8%D0%BC%D0%B8%D1%80_%D0%A1%D0%B0%D0%B2%D0%B8%D1%87,,
1037,Кулаков Ігор Володимирович,Кулаков,Ігор,Володимирович,https://uk.wikipedia.org/wiki/%D0%9A%D1%83%D0%BB%D0%B0%D0%BA%D0%BE%D0%B2_%D0%86%D0%B3%D0%BE%D1%80_%D0%92%D0%BE%D0%BB%D0%BE%D0%B4%D0%B8%D0%BC%D0%B8%D1%80%D0%BE%D0%B2%D0%B8%D1%87,,
1038,Кулаковський Віталій Михайлович,Кулаковський,Віталій,Михайлович,https://uk.wikipedia.org/wiki/%D0%9A%D1%83%D0%BB%D0%B0%D0%BA%D0%BE%D0%B2%D1%81%D1%8C%D0%BA%D0%B8%D0%B9_%D0%92%D1%96%D1%82%D0%B0%D0%BB%D1%96%D0%B9_%D0%9C%D0%B8%D1%85%D0%B0%D0%B9%D0%BB%D0%BE%D0%B2%D0%B8%D1%87,,
1039,Кулик Олександр Павлович (письменник),Кулик,Олександр,Павлович,https://uk.wikipedia.org/wiki/%D0%9A%D1%83%D0%BB%D0%B8%D0%BA_%D0%9E%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80_%D0%9F%D0%B0%D0%B2%D0%BB%D0%BE%D0%B2%D0%B8%D1%87_(%D0%BF%D0%B8%D1%81%D1%8C%D0%BC%D0%B5%D0%BD%D0%BD%D0%B8%D0%BA),,
1040,Кулиняк Данило Іванович,Кулиняк,Данило,Іванович,https://uk.wikipedia.org/wiki/%D0%9A%D1%83%D0%BB%D0%B8%D0%BD%D1%8F%D0%BA_%D0%94%D0%B0%D0%BD%D0%B8%D0%BB%D0%BE_%D0%86%D0%B2%D0%B0%D0%BD%D0%BE%D0%B2%D0%B8%D1%87,,
1041,Куліченко Леонід Васильович,Куліченко,Леонід,Васильович,https://uk.wikipedia.org/wiki/%D0%9A%D1%83%D0%BB%D1%96%D1%87%D0%B5%D0%BD%D0%BA%D0%BE_%D0%9B%D0%B5%D0%BE%D0%BD%D1%96%D0%B4_%D0%92%D0%B0%D1%81%D0%B8%D0%BB%D1%8C%D0%BE%D0%B2%D0%B8%D1%87,,
1042,Куліш Володимир Миколайович,Куліш,Володимир,Миколайович,https://uk.wikipedia.org/wiki/%D0%9A%D1%83%D0%BB%D1%96%D1%88_%D0%92%D0%BE%D0%BB%D0%BE%D0%B4%D0%B8%D0%BC%D0%B8%D1%80_%D0%9C%D0%B8%D0%BA%D0%BE%D0%BB%D0%B0%D0%B9%D0%BE%D0%B2%D0%B8%D1%87,,
1043,Кульбовський Микола Михайлович,Кульбовський,Микола,Михайлович,https://uk.wikipedia.org/wiki/%D0%9A%D1%83%D0%BB%D1%8C%D0%B1%D0%BE%D0%B2%D1%81%D1%8C%D0%BA%D0%B8%D0%B9_%D0%9C%D0%B8%D0%BA%D0%BE%D0%BB%D0%B0_%D0%9C%D0%B8%D1%85%D0%B0%D0%B9%D0%BB%D0%BE%D0%B2%D0%B8%D1%87,,
1044,Кульжинський Іван Григорович,Кульжинський,Іван,Григорович,https://uk.wikipedia.org/wiki/%D0%9A%D1%83%D0%BB%D1%8C%D0%B6%D0%B8%D0%BD%D1%81%D1%8C%D0%BA%D0%B8%D0%B9_%D0%86%D0%B2%D0%B0%D0%BD_%D0%93%D1%80%D0%B8%D0%B3%D0%BE%D1%80%D0%BE%D0%B2%D0%B8%D1%87,,
1045,Сильвестр Кулябка,Сильвестр,Кулябка,,https://uk.wikipedia.org/wiki/%D0%A1%D0%B8%D0%BB%D1%8C%D0%B2%D0%B5%D1%81%D1%82%D1%80_%D0%9A%D1%83%D0%BB%D1%8F%D0%B1%D0%BA%D0%B0,,
1046,Кундзіч Олексій Леонардович,Кундзіч,Олексій,Леонардович,https://uk.wikipedia.org/wiki/%D0%9A%D1%83%D0%BD%D0%B4%D0%B7%D1%96%D1%87_%D0%9E%D0%BB%D0%B5%D0%BA%D1%81%D1%96%D0%B9_%D0%9B%D0%B5%D0%BE%D0%BD%D0%B0%D1%80%D0%B4%D0%BE%D0%B2%D0%B8%D1%87,,
1047,Купрись Петро Михайлович,Купрись,Петро,Михайлович,https://uk.wikipedia.org/wiki/%D0%9A%D1%83%D0%BF%D1%80%D0%B8%D1%81%D1%8C_%D0%9F%D0%B5%D1%82%D1%80%D0%BE_%D0%9C%D0%B8%D1%85%D0%B0%D0%B9%D0%BB%D0%BE%D0%B2%D0%B8%D1%87,,
1048,Купчинський Роман Григорович,Купчинський,Роман,Григорович,https://uk.wikipedia.org/wiki/%D0%9A%D1%83%D0%BF%D1%87%D0%B8%D0%BD%D1%81%D1%8C%D0%BA%D0%B8%D0%B9_%D0%A0%D0%BE%D0%BC%D0%B0%D0%BD_%D0%93%D1%80%D0%B8%D0%B3%D0%BE%D1%80%D0%BE%D0%B2%D0%B8%D1%87,,
1049,Курашкевич Кирило Володимирович,Курашкевич,Кирило,Володимирович,https://uk.wikipedia.org/wiki/%D0%9A%D1%83%D1%80%D0%B0%D1%88%D0%BA%D0%B5%D0%B2%D0%B8%D1%87_%D0%9A%D0%B8%D1%80%D0%B8%D0%BB%D0%BE_%D0%92%D0%BE%D0%BB%D0%BE%D0%B4%D0%B8%D0%BC%D0%B8%D1%80%D0%BE%D0%B2%D0%B8%D1%87,,
1050,Курдидик Ярослав Петрович,Курдидик,Ярослав,Петрович,https://uk.wikipedia.org/wiki/%D0%9A%D1%83%D1%80%D0%B4%D0%B8%D0%B4%D0%B8%D0%BA_%D0%AF%D1%80%D0%BE%D1%81%D0%BB%D0%B0%D0%B2_%D0%9F%D0%B5%D1%82%D1%80%D0%BE%D0%B2%D0%B8%D1%87,,
1051,Куриленко Василь Прокопович,Куриленко,Василь,Прокопович,https://uk.wikipedia.org/wiki/%D0%9A%D1%83%D1%80%D0%B8%D0%BB%D0%B5%D0%BD%D0%BA%D0%BE_%D0%92%D0%B0%D1%81%D0%B8%D0%BB%D1%8C_%D0%9F%D1%80%D0%BE%D0%BA%D0%BE%D0%BF%D0%BE%D0%B2%D0%B8%D1%87,,
1052,Василь Курилик,Василь,Курилик,,https://uk.wikipedia.org/wiki/%D0%92%D0%B0%D1%81%D0%B8%D0%BB%D1%8C_%D0%9A%D1%83%D1%80%D0%B8%D0%BB%D0%B8%D0%BA,,
1053,Курило Петро,Курило,Петро,,https://uk.wikipedia.org/wiki/%D0%9A%D1%83%D1%80%D0%B8%D0%BB%D0%BE_%D0%9F%D0%B5%D1%82%D1%80%D0%BE,,
1054,Куропась Степан,Куропась,Степан,,https://uk.wikipedia.org/wiki/%D0%9A%D1%83%D1%80%D0%BE%D0%BF%D0%B0%D1%81%D1%8C_%D0%A1%D1%82%D0%B5%D0%BF%D0%B0%D0%BD,,
1055,Куртанич Петро Федорович,Куртанич,Петро,Федорович,https://uk.wikipedia.org/wiki/%D0%9A%D1%83%D1%80%D1%82%D0%B0%D0%BD%D0%B8%D1%87_%D0%9F%D0%B5%D1%82%D1%80%D0%BE_%D0%A4%D0%B5%D0%B4%D0%BE%D1%80%D0%BE%D0%B2%D0%B8%D1%87,,
1056,Куртяк Євген Григорович,Куртяк,Євген,Григорович,https://uk.wikipedia.org/wiki/%D0%9A%D1%83%D1%80%D1%82%D1%8F%D0%BA_%D0%84%D0%B2%D0%B3%D0%B5%D0%BD_%D0%93%D1%80%D0%B8%D0%B3%D0%BE%D1%80%D0%BE%D0%B2%D0%B8%D1%87,,
1057,Кустенко Олексій Михайлович,Кустенко,Олексій,Михайлович,https://uk.wikipedia.org/wiki/%D0%9A%D1%83%D1%81%D1%82%D0%B5%D0%BD%D0%BA%D0%BE_%D0%9E%D0%BB%D0%B5%D0%BA%D1%81%D1%96%D0%B9_%D0%9C%D0%B8%D1%85%D0%B0%D0%B9%D0%BB%D0%BE%D0%B2%D0%B8%D1%87,,
1058,Кутинський Михайло Іванович,Кутинський,Михайло,Іванович,https://uk.wikipedia.org/wiki/%D0%9A%D1%83%D1%82%D0%B8%D0%BD%D1%81%D1%8C%D0%BA%D0%B8%D0%B9_%D0%9C%D0%B8%D1%85%D0%B0%D0%B9%D0%BB%D0%BE_%D0%86%D0%B2%D0%B0%D0%BD%D0%BE%D0%B2%D0%B8%D1%87,,
1059,Кухар Роман Михайлович,Кухар,Роман,Михайлович,https://uk.wikipedia.org/wiki/%D0%9A%D1%83%D1%85%D0%B0%D1%80_%D0%A0%D0%BE%D0%BC%D0%B0%D0%BD_%D0%9C%D0%B8%D1%85%D0%B0%D0%B9%D0%BB%D0%BE%D0%B2%D0%B8%D1%87,,
1060,Кухаренко Яків Герасимович,Кухаренко,Яків,Герасимович,https://uk.wikipedia.org/wiki/%D0%9A%D1%83%D1%85%D0%B0%D1%80%D0%B5%D0%BD%D0%BA%D0%BE_%D0%AF%D0%BA%D1%96%D0%B2_%D0%93%D0%B5%D1%80%D0%B0%D1%81%D0%B8%D0%BC%D0%BE%D0%B2%D0%B8%D1%87,,
1061,Кухарчук Олександр Федорович,Кухарчук,Олександр,Федорович,https://uk.wikipedia.org/wiki/%D0%9A%D1%83%D1%85%D0%B0%D1%80%D1%87%D1%83%D0%BA_%D0%9E%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80_%D0%A4%D0%B5%D0%B4%D0%BE%D1%80%D0%BE%D0%B2%D0%B8%D1%87,,
1062,Кухарчук Петро Михайлович,Кухарчук,Петро,Михайлович,https://uk.wikipedia.org/wiki/%D0%9A%D1%83%D1%85%D0%B0%D1%80%D1%87%D1%83%D0%BA_%D0%9F%D0%B5%D1%82%D1%80%D0%BE_%D0%9C%D0%B8%D1%85%D0%B0%D0%B9%D0%BB%D0%BE%D0%B2%D0%B8%D1%87,,
1063,Куций Леонід Миронович,Куций,Леонід,Миронович,https://uk.wikipedia.org/wiki/%D0%9A%D1%83%D1%86%D0%B8%D0%B9_%D0%9B%D0%B5%D0%BE%D0%BD%D1%96%D0%B4_%D0%9C%D0%B8%D1%80%D0%BE%D0%BD%D0%BE%D0%B2%D0%B8%D1%87,,
1064,Кучер Василь Степанович,Кучер,Василь,Степанович,https://uk.wikipedia.org/wiki/%D0%9A%D1%83%D1%87%D0%B5%D1%80_%D0%92%D0%B0%D1%81%D0%B8%D0%BB%D1%8C_%D0%A1%D1%82%D0%B5%D0%BF%D0%B0%D0%BD%D0%BE%D0%B2%D0%B8%D1%87,,
1065,Кушелєв-Безбородько Григорій Олександрович,Кушелєв-Безбородько,Григорій,Олександрович,https://uk.wikipedia.org/wiki/%D0%9A%D1%83%D1%88%D0%B5%D0%BB%D1%94%D0%B2-%D0%91%D0%B5%D0%B7%D0%B1%D0%BE%D1%80%D0%BE%D0%B4%D1%8C%D0%BA%D0%BE_%D0%93%D1%80%D0%B8%D0%B3%D0%BE%D1%80%D1%96%D0%B9_%D0%9E%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80%D0%BE%D0%B2%D0%B8%D1%87,,
1066,Кушнір Антон Андрійович,Кушнір,Антон,Андрійович,https://uk.wikipedia.org/wiki/%D0%9A%D1%83%D1%88%D0%BD%D1%96%D1%80_%D0%90%D0%BD%D1%82%D0%BE%D0%BD_%D0%90%D0%BD%D0%B4%D1%80%D1%96%D0%B9%D0%BE%D0%B2%D0%B8%D1%87,,
1067,Кушнір Богдан Іванович,Кушнір,Богдан,Іванович,https://uk.wikipedia.org/wiki/%D0%9A%D1%83%D1%88%D0%BD%D1%96%D1%80_%D0%91%D0%BE%D0%B3%D0%B4%D0%B0%D0%BD_%D0%86%D0%B2%D0%B0%D0%BD%D0%BE%D0%B2%D0%B8%D1%87,,
1068,Кушнір Володимир (публіцист),Кушнір,Володимир,,https://uk.wikipedia.org/wiki/%D0%9A%D1%83%D1%88%D0%BD%D1%96%D1%80_%D0%92%D0%BE%D0%BB%D0%BE%D0%B4%D0%B8%D0%BC%D0%B8%D1%80_(%D0%BF%D1%83%D0%B1%D0%BB%D1%96%D1%86%D0%B8%D1%81%D1%82),,
1069,Кушнір Мирослав Андрійович,Кушнір,Мирослав,Андрійович,https://uk.wikipedia.org/wiki/%D0%9A%D1%83%D1%88%D0%BD%D1%96%D1%80_%D0%9C%D0%B8%D1%80%D0%BE%D1%81%D0%BB%D0%B0%D0%B2_%D0%90%D0%BD%D0%B4%D1%80%D1%96%D0%B9%D0%BE%D0%B2%D0%B8%D1%87,,
1070,Кушніренко Іван Кирилович,Кушніренко,Іван,Кирилович,https://uk.wikipedia.org/wiki/%D0%9A%D1%83%D1%88%D0%BD%D1%96%D1%80%D0%B5%D0%BD%D0%BA%D0%BE_%D0%86%D0%B2%D0%B0%D0%BD_%D0%9A%D0%B8%D1%80%D0%B8%D0%BB%D0%BE%D0%B2%D0%B8%D1%87,,
1071,Куштенко Іван Федорович,Куштенко,Іван,Федорович,https://uk.wikipedia.org/wiki/%D0%9A%D1%83%D1%88%D1%82%D0%B5%D0%BD%D0%BA%D0%BE_%D0%86%D0%B2%D0%B0%D0%BD_%D0%A4%D0%B5%D0%B4%D0%BE%D1%80%D0%BE%D0%B2%D0%B8%D1%87,,
1072,Кущ Павло Вікторович,Кущ,Павло,Вікторович,https://uk.wikipedia.org/wiki/%D0%9A%D1%83%D1%89_%D0%9F%D0%B0%D0%B2%D0%BB%D0%BE_%D0%92%D1%96%D0%BA%D1%82%D0%BE%D1%80%D0%BE%D0%B2%D0%B8%D1%87,,
1073,Лавренко Михайло,Лавренко,Михайло,,https://uk.wikipedia.org/wiki/%D0%9B%D0%B0%D0%B2%D1%80%D0%B5%D0%BD%D0%BA%D0%BE_%D0%9C%D0%B8%D1%85%D0%B0%D0%B9%D0%BB%D0%BE,,
1074,Лагоза Віктор Маркович,Лагоза,Віктор,Маркович,https://uk.wikipedia.org/wiki/%D0%9B%D0%B0%D0%B3%D0%BE%D0%B7%D0%B0_%D0%92%D1%96%D0%BA%D1%82%D0%BE%D1%80_%D0%9C%D0%B0%D1%80%D0%BA%D0%BE%D0%B2%D0%B8%D1%87,,
1075,Ладижець Володимир Іванович,Ладижець,Володимир,Іванович,https://uk.wikipedia.org/wiki/%D0%9B%D0%B0%D0%B4%D0%B8%D0%B6%D0%B5%D1%86%D1%8C_%D0%92%D0%BE%D0%BB%D0%BE%D0%B4%D0%B8%D0%BC%D0%B8%D1%80_%D0%86%D0%B2%D0%B0%D0%BD%D0%BE%D0%B2%D0%B8%D1%87,,
1076,Лазаревський Борис Олександрович,Лазаревський,Борис,Олександрович,https://uk.wikipedia.org/wiki/%D0%9B%D0%B0%D0%B7%D0%B0%D1%80%D0%B5%D0%B2%D1%81%D1%8C%D0%BA%D0%B8%D0%B9_%D0%91%D0%BE%D1%80%D0%B8%D1%81_%D0%9E%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80%D0%BE%D0%B2%D0%B8%D1%87,,
1077,Лазаревський Гліб Олександрович,Лазаревський,Гліб,Олександрович,https://uk.wikipedia.org/wiki/%D0%9B%D0%B0%D0%B7%D0%B0%D1%80%D0%B5%D0%B2%D1%81%D1%8C%D0%BA%D0%B8%D0%B9_%D0%93%D0%BB%D1%96%D0%B1_%D0%9E%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80%D0%BE%D0%B2%D0%B8%D1%87,,
1078,Лазаренко Михайло Степанович,Лазаренко,Михайло,Степанович,https://uk.wikipedia.org/wiki/%D0%9B%D0%B0%D0%B7%D0%B0%D1%80%D0%B5%D0%BD%D0%BA%D0%BE_%D0%9C%D0%B8%D1%85%D0%B0%D0%B9%D0%BB%D0%BE_%D0%A1%D1%82%D0%B5%D0%BF%D0%B0%D0%BD%D0%BE%D0%B2%D0%B8%D1%87,,
1079,Лазарук Віктор Антонович,Лазарук,Віктор,Антонович,https://uk.wikipedia.org/wiki/%D0%9B%D0%B0%D0%B7%D0%B0%D1%80%D1%83%D0%BA_%D0%92%D1%96%D0%BA%D1%82%D0%BE%D1%80_%D0%90%D0%BD%D1%82%D0%BE%D0%BD%D0%BE%D0%B2%D0%B8%D1%87,,
1080,Лазарук Мирослав Ярославович,Лазарук,Мирослав,Ярославович,https://uk.wikipedia.org/wiki/%D0%9B%D0%B0%D0%B7%D0%B0%D1%80%D1%83%D0%BA_%D0%9C%D0%B8%D1%80%D0%BE%D1%81%D0%BB%D0%B0%D0%B2_%D0%AF%D1%80%D0%BE%D1%81%D0%BB%D0%B0%D0%B2%D0%BE%D0%B2%D0%B8%D1%87,,
1081,Лазо Сергій Васильович,Лазо,Сергій,Васильович,https://uk.wikipedia.org/wiki/%D0%9B%D0%B0%D0%B7%D0%BE_%D0%A1%D0%B5%D1%80%D0%B3%D1%96%D0%B9_%D0%92%D0%B0%D1%81%D0%B8%D0%BB%D1%8C%D0%BE%D0%B2%D0%B8%D1%87,,
1082,Лазорик Федір Семенович,Лазорик,Федір,Семенович,https://uk.wikipedia.org/wiki/%D0%9B%D0%B0%D0%B7%D0%BE%D1%80%D0%B8%D0%BA_%D0%A4%D0%B5%D0%B4%D1%96%D1%80_%D0%A1%D0%B5%D0%BC%D0%B5%D0%BD%D0%BE%D0%B2%D0%B8%D1%87,,
1083,Лазорко Йосафат Васильович,Лазорко,Йосафат,Васильович,https://uk.wikipedia.org/wiki/%D0%9B%D0%B0%D0%B7%D0%BE%D1%80%D0%BA%D0%BE_%D0%99%D0%BE%D1%81%D0%B0%D1%84%D0%B0%D1%82_%D0%92%D0%B0%D1%81%D0%B8%D0%BB%D1%8C%D0%BE%D0%B2%D0%B8%D1%87,,
1084,Лазорський Микола Панасович,Лазорський,Микола,Панасович,https://uk.wikipedia.org/wiki/%D0%9B%D0%B0%D0%B7%D0%BE%D1%80%D1%81%D1%8C%D0%BA%D0%B8%D0%B9_%D0%9C%D0%B8%D0%BA%D0%BE%D0%BB%D0%B0_%D0%9F%D0%B0%D0%BD%D0%B0%D1%81%D0%BE%D0%B2%D0%B8%D1%87,,
1085,Лапський Остап Васильович,Лапський,Остап,Васильович,https://uk.wikipedia.org/wiki/%D0%9B%D0%B0%D0%BF%D1%81%D1%8C%D0%BA%D0%B8%D0%B9_%D0%9E%D1%81%D1%82%D0%B0%D0%BF_%D0%92%D0%B0%D1%81%D0%B8%D0%BB%D1%8C%D0%BE%D0%B2%D0%B8%D1%87,,
1086,Ласков Михайло Рафаїлович,Ласков,Михайло,Рафаїлович,https://uk.wikipedia.org/wiki/%D0%9B%D0%B0%D1%81%D0%BA%D0%BE%D0%B2_%D0%9C%D0%B8%D1%85%D0%B0%D0%B9%D0%BB%D0%BE_%D0%A0%D0%B0%D1%84%D0%B0%D1%97%D0%BB%D0%BE%D0%B2%D0%B8%D1%87,,
1087,Ласовський Володимир Созонтович,Ласовський,Володимир,Созонтович,https://uk.wikipedia.org/wiki/%D0%9B%D0%B0%D1%81%D0%BE%D0%B2%D1%81%D1%8C%D0%BA%D0%B8%D0%B9_%D0%92%D0%BE%D0%BB%D0%BE%D0%B4%D0%B8%D0%BC%D0%B8%D1%80_%D0%A1%D0%BE%D0%B7%D0%BE%D0%BD%D1%82%D0%BE%D0%B2%D0%B8%D1%87,,
1088,Ластівка Корнило,Ластівка,Корнило,,https://uk.wikipedia.org/wiki/%D0%9B%D0%B0%D1%81%D1%82%D1%96%D0%B2%D0%BA%D0%B0_%D0%9A%D0%BE%D1%80%D0%BD%D0%B8%D0%BB%D0%BE,,
1089,Латанський Василь Григорович,Латанський,Василь,Григорович,https://uk.wikipedia.org/wiki/%D0%9B%D0%B0%D1%82%D0%B0%D0%BD%D1%81%D1%8C%D0%BA%D0%B8%D0%B9_%D0%92%D0%B0%D1%81%D0%B8%D0%BB%D1%8C_%D0%93%D1%80%D0%B8%D0%B3%D0%BE%D1%80%D0%BE%D0%B2%D0%B8%D1%87,,
1090,Лащенко Олег Ростиславович,Лащенко,Олег,Ростиславович,https://uk.wikipedia.org/wiki/%D0%9B%D0%B0%D1%89%D0%B5%D0%BD%D0%BA%D0%BE_%D0%9E%D0%BB%D0%B5%D0%B3_%D0%A0%D0%BE%D1%81%D1%82%D0%B8%D1%81%D0%BB%D0%B0%D0%B2%D0%BE%D0%B2%D0%B8%D1%87,,
1091,Іван Ле,Ле,Іван,,https://uk.wikipedia.org/wiki/%D0%86%D0%B2%D0%B0%D0%BD_%D0%9B%D0%B5,,
1092,Лебідь Максим Максимович,Лебідь,Максим,Максимович,https://uk.wikipedia.org/wiki/%D0%9B%D0%B5%D0%B1%D1%96%D0%B4%D1%8C_%D0%9C%D0%B0%D0%BA%D1%81%D0%B8%D0%BC_%D0%9C%D0%B0%D0%BA%D1%81%D0%B8%D0%BC%D0%BE%D0%B2%D0%B8%D1%87,,
1093,Левада Олександр Степанович,Левада,Олександр,Степанович,https://uk.wikipedia.org/wiki/%D0%9B%D0%B5%D0%B2%D0%B0%D0%B4%D0%B0_%D0%9E%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80_%D0%A1%D1%82%D0%B5%D0%BF%D0%B0%D0%BD%D0%BE%D0%B2%D0%B8%D1%87,,
1094,Левинський Степан Анастасійович,Левинський,Степан,Анастасійович,https://uk.wikipedia.org/wiki/%D0%9B%D0%B5%D0%B2%D0%B8%D0%BD%D1%81%D1%8C%D0%BA%D0%B8%D0%B9_%D0%A1%D1%82%D0%B5%D0%BF%D0%B0%D0%BD_%D0%90%D0%BD%D0%B0%D1%81%D1%82%D0%B0%D1%81%D1%96%D0%B9%D0%BE%D0%B2%D0%B8%D1%87,,
1095,Левинський Степан Іванович,Левинський,Степан,Іванович,https://uk.wikipedia.org/wiki/%D0%9B%D0%B5%D0%B2%D0%B8%D0%BD%D1%81%D1%8C%D0%BA%D0%B8%D0%B9_%D0%A1%D1%82%D0%B5%D0%BF%D0%B0%D0%BD_%D0%86%D0%B2%D0%B0%D0%BD%D0%BE%D0%B2%D0%B8%D1%87,,
1096,Левицький (Софронів) Василь Софронович,Софронів-Левицький,Василь,Софронович,https://uk.wikipedia.org/wiki/%D0%9B%D0%B5%D0%B2%D0%B8%D1%86%D1%8C%D0%BA%D0%B8%D0%B9_(%D0%A1%D0%BE%D1%84%D1%80%D0%BE%D0%BD%D1%96%D0%B2)_%D0%92%D0%B0%D1%81%D0%B8%D0%BB%D1%8C_%D0%A1%D0%BE%D1%84%D1%80%D0%BE%D0%BD%D0%BE%D0%B2%D0%B8%D1%87,,
1097,Левицький В'ячеслав Андрійович,Левицький,В'ячеслав,Андрійович,https://uk.wikipedia.org/wiki/%D0%9B%D0%B5%D0%B2%D0%B8%D1%86%D1%8C%D0%BA%D0%B8%D0%B9_%D0%92%27%D1%8F%D1%87%D0%B5%D1%81%D0%BB%D0%B0%D0%B2_%D0%90%D0%BD%D0%B4%D1%80%D1%96%D0%B9%D0%BE%D0%B2%D0%B8%D1%87,,
1098,Левицький Василь Юрійович,Левицький,Василь,Юрійович,https://uk.wikipedia.org/wiki/%D0%9B%D0%B5%D0%B2%D0%B8%D1%86%D1%8C%D0%BA%D0%B8%D0%B9_%D0%92%D0%B0%D1%81%D0%B8%D0%BB%D1%8C_%D0%AE%D1%80%D1%96%D0%B9%D0%BE%D0%B2%D0%B8%D1%87,,
1099,Левицький Йосип Іванович,Левицький,Йосип,Іванович,https://uk.wikipedia.org/wiki/%D0%9B%D0%B5%D0%B2%D0%B8%D1%86%D1%8C%D0%BA%D0%B8%D0%B9_%D0%99%D0%BE%D1%81%D0%B8%D0%BF_%D0%86%D0%B2%D0%B0%D0%BD%D0%BE%D0%B2%D0%B8%D1%87,,
1100,Левицький Модест Пилипович,Левицький,Модест,Пилипович,https://uk.wikipedia.org/wiki/%D0%9B%D0%B5%D0%B2%D0%B8%D1%86%D1%8C%D0%BA%D0%B8%D0%B9_%D0%9C%D0%BE%D0%B4%D0%B5%D1%81%D1%82_%D0%9F%D0%B8%D0%BB%D0%B8%D0%BF%D0%BE%D0%B2%D0%B8%D1%87,,
